InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
578067,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2011-11-22 15:43:00,4.96,,United Kingdom
578946,85049E,SCANDINAVIAN REDS RIBBONS,1,2011-11-27 13:47:00,1.25,16005.0,United Kingdom
540154,21058,PARTY INVITES WOODLAND,1,2011-01-05 11:30:00,1.66,,United Kingdom
573104,23581,JUMBO BAG PAISLEY PARK,10,2011-10-27 14:59:00,2.08,17652.0,United Kingdom
537369,22726,ALARM CLOCK BAKELIKE GREEN,1,2010-12-06 12:41:00,3.75,17860.0,United Kingdom
538524,22295,HEART FILIGREE DOVE LARGE,1,2010-12-13 09:35:00,3.36,,United Kingdom
541421,22728,ALARM CLOCK BAKELIKE PINK,2,2011-01-17 17:44:00,7.46,,United Kingdom
542933,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,24,2011-02-02 10:56:00,4.25,14411.0,United Kingdom
542622,22469,HEART OF WICKER SMALL,2,2011-01-31 09:09:00,3.29,,United Kingdom
571714,84970S,HANGING HEART ZINC T-LIGHT HOLDER,1,2011-10-18 17:00:00,2.08,,United Kingdom
572933,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-10-27 10:15:00,2.95,13458.0,United Kingdom
549126,22152,PLACE SETTING WHITE STAR,24,2011-04-06 14:23:00,0.42,16031.0,United Kingdom
543985,22154,ANGEL DECORATION 3 BUTTONS ,1,2011-02-15 09:44:00,0.83,,United Kingdom
566451,22158,3 HEARTS HANGING DECORATION RUSTIC,8,2011-09-12 16:14:00,2.95,18069.0,United Kingdom
556733,23006,TRAVEL CARD WALLET FLOWER MEADOW,4,2011-06-14 11:53:00,0.42,16919.0,United Kingdom
542673,22425,ENAMEL COLANDER CREAM,1,2011-01-31 12:18:00,4.95,14527.0,United Kingdom
572033,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-10-20 11:58:00,2.95,14447.0,United Kingdom
C546854,22468,BABUSHKA LIGHTS STRING OF 10,-1,2011-03-17 13:55:00,5.95,17511.0,United Kingdom
541491,22652,TRAVEL SEWING KIT,20,2011-01-18 14:04:00,1.65,12510.0,Spain
559698,22515,CHILDS GARDEN SPADE PINK,1,2011-07-11 17:07:00,2.1,17589.0,United Kingdom
569232,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2011-10-02 15:26:00,2.55,16667.0,United Kingdom
547969,21561,DINOSAUR LUNCH BOX WITH CUTLERY,2,2011-03-28 16:27:00,2.55,17238.0,United Kingdom
577479,22580,ADVENT CALENDAR GINGHAM SACK,6,2011-11-20 11:34:00,5.95,14911.0,EIRE
552000,22366,DOORMAT AIRMAIL ,1,2011-05-05 15:56:00,15.79,,United Kingdom
581217,21931,JUMBO STORAGE BAG SUKI,4,2011-12-08 09:20:00,4.13,,United Kingdom
552520,22087,PAPER BUNTING WHITE LACE,2,2011-05-09 16:34:00,2.95,,United Kingdom
541592,22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,1,2011-01-19 15:08:00,1.63,,United Kingdom
573405,23583,LUNCH BAG PAISLEY PARK  ,6,2011-10-30 15:55:00,1.65,13822.0,United Kingdom
543909,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,2011-02-14 12:32:00,3.29,,United Kingdom
553205,23173,REGENCY TEAPOT ROSES ,12,2011-05-16 08:13:00,8.15,15813.0,United Kingdom
555737,17003,BROCADE RING PURSE ,36,2011-06-07 09:19:00,0.29,16153.0,United Kingdom
546136,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2011-03-09 16:32:00,1.25,,United Kingdom
569669,47594B,SCOTTIES DESIGN WASHBAG,1,2011-10-05 13:47:00,1.95,14730.0,United Kingdom
562846,22112,CHOCOLATE HOT WATER BOTTLE,5,2011-08-10 09:29:00,12.46,,United Kingdom
C548460,22842,BISCUIT TIN VINTAGE RED,-2,2011-03-31 11:58:00,6.75,16801.0,United Kingdom
551152,22383,LUNCH BAG SUKI DESIGN ,2,2011-04-26 14:47:00,1.65,13230.0,United Kingdom
546235,22495,SET OF 2 ROUND TINS CAMEMBERT ,2,2011-03-10 12:42:00,2.95,14976.0,United Kingdom
554992,20726,LUNCH BAG WOODLAND,5,2011-05-29 14:08:00,1.65,16686.0,United Kingdom
563014,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,100,2011-08-11 12:17:00,1.79,13408.0,United Kingdom
565920,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,2011-09-08 08:56:00,1.25,15298.0,United Kingdom
554981,84725,FREESTYLE CANVAS ART PICTURE,1,2011-05-29 12:06:00,1.65,17613.0,United Kingdom
553738,23199,JUMBO BAG APPLES,10,2011-05-19 08:55:00,2.08,17469.0,United Kingdom
575918,23090,VINTAGE GLASS T-LIGHT HOLDER,6,2011-11-11 16:58:00,0.83,17191.0,United Kingdom
576617,23089,GLASS BON BON JAR,1,2011-11-15 16:57:00,3.29,,United Kingdom
557762,21989,PACK OF 20 SKULL PAPER NAPKINS,12,2011-06-22 14:01:00,0.85,15810.0,United Kingdom
555924,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1,2011-06-07 17:12:00,2.46,,United Kingdom
570829,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,2011-10-12 13:17:00,3.75,16295.0,United Kingdom
563692,22423,REGENCY CAKESTAND 3 TIER,2,2011-08-18 13:01:00,12.75,17243.0,United Kingdom
541850,21457,2 PICTURE BOOK EGGS EASTER DUCKS,2,2011-01-23 13:58:00,1.25,14224.0,United Kingdom
572103,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,2011-10-20 15:57:00,1.65,17571.0,United Kingdom
562551,22026,BANQUET BIRTHDAY  CARD  ,12,2011-08-05 16:19:00,0.42,17231.0,United Kingdom
553490,22037,ROBOT BIRTHDAY CARD,12,2011-05-17 12:44:00,0.42,13309.0,United Kingdom
563913,22427,ENAMEL FLOWER JUG CREAM,3,2011-08-21 13:11:00,5.95,14911.0,EIRE
566290,85129D,BEADED CRYSTAL HEART PINK SMALL,1,2011-09-11 15:24:00,1.25,14456.0,United Kingdom
541123,20750,RED RETROSPOT MINI CASES,2,2011-01-14 09:52:00,7.95,13385.0,United Kingdom
566590,21507,ELEPHANT BIRTHDAY CARD ,12,2011-09-13 14:51:00,0.42,14032.0,United Kingdom
541422,70006,LOVE HEART POCKET WARMER,1,2011-01-17 17:48:00,1.63,,United Kingdom
573290,23394,POSTE FRANCE CUSHION COVER,1,2011-10-28 14:51:00,3.75,,Switzerland
570666,23513,EMBROIDERED RIBBON REEL SUSIE ,6,2011-10-11 14:24:00,2.08,13919.0,Denmark
546635,22616,PACK OF 12 LONDON TISSUES ,12,2011-03-15 12:11:00,0.29,16392.0,United Kingdom
550474,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,2011-04-18 13:58:00,6.63,,United Kingdom
549732,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-04-11 16:47:00,1.25,15615.0,United Kingdom
580552,23103,JINGLE BELL HEART DECORATION,10,2011-12-05 10:09:00,1.65,15572.0,United Kingdom
559797,22562,MONSTERS STENCIL CRAFT,12,2011-07-12 13:31:00,1.25,12720.0,Germany
548612,22520,CHILDS GARDEN TROWEL BLUE ,1,2011-04-01 11:34:00,0.85,13137.0,United Kingdom
541219,82583,HOT BATHS METAL SIGN,2,2011-01-14 14:06:00,4.13,,United Kingdom
547083,72133,COLUMBIAN CANDLE RECTANGLE,1,2011-03-20 15:21:00,1.25,15452.0,United Kingdom
563555,84212,"ASSORTED FLOWER COLOUR ""LEIS""",36,2011-08-17 13:21:00,0.65,16755.0,United Kingdom
572339,23284,DOORMAT KEEP CALM AND COME IN,10,2011-10-24 10:32:00,7.08,14607.0,United Kingdom
577086,23437, 50'S CHRISTMAS GIFT BAG LARGE,12,2011-11-17 15:50:00,1.25,16070.0,United Kingdom
559693,22334,DINOSAUR PARTY BAG + STICKER SET,1,2011-07-11 16:21:00,3.29,,United Kingdom
558563,21733,RED HANGING HEART T-LIGHT HOLDER,6,2011-06-30 13:43:00,2.95,14561.0,United Kingdom
568545,22548,,-70,2011-09-27 14:34:00,0.0,,United Kingdom
540240,22783,SET 3 WICKER OVAL BASKETS W LIDS,4,2011-01-05 15:09:00,7.95,17585.0,United Kingdom
C556640,21735,TWO DOOR CURIO CABINET,-2,2011-06-13 15:44:00,12.75,13148.0,United Kingdom
540821,22378,WALL TIDY RETROSPOT ,4,2011-01-11 13:16:00,1.66,,United Kingdom
541878,21181,PLEASE ONE PERSON METAL SIGN,1,2011-01-24 10:28:00,4.13,,United Kingdom
536620,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,2010-12-02 10:27:00,4.95,14135.0,United Kingdom
539958,47310M,"SMALL POP BOX,FUNKY MONKEY",6,2010-12-23 13:26:00,1.66,,United Kingdom
549294,22699,ROSES REGENCY TEACUP AND SAUCER ,1,2011-04-07 19:27:00,2.95,13230.0,United Kingdom
547062,85030,FRENCH CHATEAU OVAL PLATTER,2,2011-03-20 13:28:00,1.95,16728.0,United Kingdom
548654,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,12,2011-04-01 13:47:00,1.49,12569.0,Germany
556204,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2011-06-09 13:16:00,2.1,17169.0,United Kingdom
550052,22084,PAPER CHAIN KIT EMPIRE,6,2011-04-14 12:00:00,2.95,17068.0,United Kingdom
541684,22193,RED DINER WALL CLOCK,1,2011-01-20 15:22:00,8.5,15498.0,United Kingdom
580677,23334,IVORY WICKER HEART SMALL,2,2011-12-05 14:40:00,0.63,16200.0,United Kingdom
574327,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-11-04 09:03:00,2.95,13013.0,United Kingdom
568188,23326,HANGING MINI COLOURED BOTTLES,4,2011-09-25 14:33:00,0.63,16049.0,United Kingdom
541870,22302,COFFEE MUG PEARS  DESIGN,1,2011-01-24 09:39:00,4.96,,United Kingdom
563061,23188,VINTAGE  2 METER FOLDING RULER,12,2011-08-11 15:25:00,1.65,13588.0,United Kingdom
540692,22904,CALENDAR PAPER CUT DESIGN,6,2011-01-11 09:12:00,2.95,14320.0,United Kingdom
557493,22381,TOY TIDY PINK POLKADOT,1,2011-06-20 15:18:00,4.96,,United Kingdom
569224,22110,BIRD HOUSE HOT WATER BOTTLE,2,2011-10-02 14:00:00,2.55,15701.0,United Kingdom
545340,22222,CAKE PLATE LOVEBIRD WHITE,3,2011-03-02 08:41:00,4.95,15416.0,United Kingdom
580500,84978,HANGING HEART JAR T-LIGHT HOLDER,1,2011-12-04 12:52:00,1.25,17131.0,United Kingdom
557324,85131D,BEADED CRYSTAL HEART PINK ON STICK,1,2011-06-20 09:41:00,0.83,,United Kingdom
578808,82581,TOILET METAL SIGN,5,2011-11-25 13:23:00,0.55,16327.0,United Kingdom
562218,22534,MAGIC DRAWING SLATE SPACEBOY ,24,2011-08-03 14:07:00,0.42,13851.0,United Kingdom
552855,21790,VINTAGE SNAP CARDS,144,2011-05-11 15:17:00,0.72,15815.0,United Kingdom
574868,22891,TEA FOR ONE POLKADOT,9,2011-11-07 12:41:00,4.25,13824.0,United Kingdom
574672,23520,EMBROIDERED RIBBON REEL RUBY ,1,2011-11-06 12:25:00,3.75,13532.0,United Kingdom
559051,22651,GENTLEMAN SHIRT REPAIR KIT ,4,2011-07-05 16:47:00,0.79,,United Kingdom
576851,21484,CHICK GREY HOT WATER BOTTLE,2,2011-11-16 15:41:00,4.25,15967.0,United Kingdom
562258,22561,WOODEN SCHOOL COLOURING SET,2,2011-08-03 15:28:00,1.65,16348.0,United Kingdom
572846,23499,SET 12 VINTAGE DOILY CHALK ,6,2011-10-26 12:14:00,0.42,14550.0,United Kingdom
576695,23499,SET 12 VINTAGE DOILY CHALK ,2,2011-11-16 12:25:00,0.42,16469.0,United Kingdom
577951,23500,KEY RING BASEBALL BOOT ASSORTED ,16,2011-11-22 12:09:00,1.25,17238.0,United Kingdom
537409,22423,REGENCY CAKESTAND 3 TIER,4,2010-12-06 15:00:00,12.75,15194.0,United Kingdom
557742,23165,LARGE CERAMIC TOP STORAGE JAR,12,2011-06-22 11:46:00,1.65,14911.0,EIRE
564061,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,2011-08-22 14:38:00,2.08,14505.0,United Kingdom
567184,22666,RECIPE BOX PANTRY YELLOW DESIGN,4,2011-09-18 15:41:00,2.95,16033.0,United Kingdom
569343,23540,WALL ART THE MAGIC FOREST ,120,2011-10-03 14:34:00,6.25,18102.0,United Kingdom
536535,22311,OFFICE MUG WARMER BLACK+SILVER ,6,2010-12-01 13:38:00,2.95,15605.0,United Kingdom
C544560,75049L,LARGE CIRCULAR MIRROR MOBILE,-8,2011-02-21 12:43:00,0.85,17677.0,United Kingdom
541793,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,2011-01-21 13:13:00,0.42,13969.0,United Kingdom
572024,17003,BROCADE RING PURSE ,36,2011-10-20 11:17:00,0.39,14631.0,United Kingdom
557956,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-06-23 19:20:00,2.08,18283.0,United Kingdom
561325,21739,COSY SLIPPER SHOES SMALL GREEN,1,2011-07-26 13:46:00,2.95,17596.0,United Kingdom
550783,23133,LARGE IVORY HEART WALL ORGANISER,2,2011-04-20 13:58:00,8.25,13485.0,United Kingdom
546788,15044D,RED PAPER PARASOL,50,2011-03-17 10:02:00,2.55,13946.0,United Kingdom
561214,23311,VINTAGE CHRISTMAS STOCKING ,1,2011-07-25 17:00:00,4.96,,United Kingdom
553148,21213,PACK OF 72 SKULL CAKE CASES,24,2011-05-13 14:09:00,0.55,,Hong Kong
552196,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,1,2011-05-06 14:32:00,0.85,18078.0,United Kingdom
565433,23066,SMALL DECO JEWELLERY STAND,6,2011-09-04 13:20:00,8.25,14965.0,United Kingdom
579885,23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,4,2011-11-30 17:37:00,2.89,15444.0,United Kingdom
580296,23570,TRADITIONAL PICK UP STICKS GAME ,3,2011-12-02 13:49:00,1.25,13780.0,United Kingdom
553741,21238,RED RETROSPOT CUP,8,2011-05-19 09:37:00,0.85,12520.0,Germany
561906,22273,FELTCRAFT DOLL MOLLY,6,2011-08-01 10:03:00,2.95,12921.0,United Kingdom
557956,47559B,TEA TIME OVEN GLOVE,1,2011-06-23 19:20:00,1.25,18283.0,United Kingdom
562537,21239,PINK  POLKADOT CUP,8,2011-08-05 15:02:00,0.85,12517.0,Germany
564184,23297,SET 40 HEART SHAPE PETIT FOUR CASES,16,2011-08-23 15:11:00,1.65,,EIRE
579146,23356,LOVE HOT WATER BOTTLE,1,2011-11-28 13:14:00,5.95,16347.0,United Kingdom
559357,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,2,2011-07-07 18:56:00,4.95,17107.0,United Kingdom
541698,22356,CHARLOTTE BAG PINK POLKADOT,3,2011-01-20 19:16:00,0.85,14713.0,United Kingdom
580092,23242,TREASURE TIN BUFFALO BILL ,48,2011-12-01 14:38:00,1.85,13969.0,United Kingdom
542087,21472,LADYBIRD + BEE RAFFIA FOOD COVER,12,2011-01-25 12:35:00,3.75,14849.0,United Kingdom
545333,21931,JUMBO STORAGE BAG SUKI,2,2011-03-01 16:22:00,4.13,,United Kingdom
575930,84692,BOX OF 24 COCKTAIL PARASOLS,3,2011-11-11 17:58:00,0.83,,United Kingdom
574298,22727,ALARM CLOCK BAKELIKE RED ,2,2011-11-03 15:56:00,7.46,,United Kingdom
558811,23168,CLASSIC CAFE SUGAR DISPENSER,5,2011-07-04 11:11:00,2.46,,United Kingdom
544214,22624,IVORY KITCHEN SCALES,2,2011-02-17 11:19:00,16.63,,United Kingdom
575051,22071,SMALL WHITE RETROSPOT MUG IN BOX ,2,2011-11-08 12:14:00,3.75,15957.0,United Kingdom
567697,22835,HOT WATER BOTTLE I AM SO POORLY,4,2011-09-22 08:41:00,4.95,16558.0,United Kingdom
559163,22728,ALARM CLOCK BAKELIKE PINK,1,2011-07-06 16:33:00,7.46,,United Kingdom
572069,20668,DISCO BALL CHRISTMAS DECORATION,24,2011-10-20 13:24:00,0.12,14911.0,EIRE
575930,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2011-11-11 17:58:00,1.25,,United Kingdom
580367,21471,STRAWBERRY RAFFIA FOOD COVER,1,2011-12-02 16:39:00,3.29,,United Kingdom
569700,23619,SET 10 CARDS POINSETTIA 17093,3,2011-10-05 15:56:00,2.49,,United Kingdom
547385,22548,HEADS AND TAILS SPORTING FUN,1,2011-03-22 15:48:00,2.46,,United Kingdom
544675,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2011-02-22 15:59:00,1.25,16011.0,United Kingdom
574696,22187,GREEN CHRISTMAS TREE CARD HOLDER,2,2011-11-06 13:40:00,1.95,13634.0,United Kingdom
560991,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2011-07-22 13:29:00,2.1,12438.0,Norway
562951,23334,IVORY WICKER HEART SMALL,48,2011-08-11 09:57:00,0.63,14462.0,United Kingdom
563911,22847,BREAD BIN DINER STYLE IVORY,3,2011-08-21 12:39:00,16.95,16265.0,United Kingdom
536592,85049G,CHOCOLATE BOX RIBBONS ,1,2010-12-01 17:06:00,2.51,,United Kingdom
540551,22421,LIPSTICK PEN FUSCHIA,2,2011-01-10 09:43:00,0.85,,United Kingdom
575368,90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,1,2011-11-09 15:07:00,3.35,14482.0,United Kingdom
540818,48185,DOORMAT FAIRY CAKE,670,2011-01-11 12:57:00,6.75,15749.0,United Kingdom
581166,22960,JAM MAKING SET WITH JARS,3,2011-12-07 14:43:00,4.25,15525.0,United Kingdom
558475,22423,REGENCY CAKESTAND 3 TIER,1,2011-06-29 15:58:00,24.96,,United Kingdom
579692,22728,ALARM CLOCK BAKELIKE PINK,8,2011-11-30 14:05:00,3.75,12433.0,Norway
561658,84559B,3D SHEET OF CAT STICKERS,1,2011-07-28 16:06:00,0.85,12743.0,Unspecified
540351,22644,CERAMIC CHERRY CAKE MONEY BANK,12,2011-01-06 14:26:00,1.45,12735.0,France
565396,23282,FOLDING BUTTERFLY MIRROR IVORY ,1,2011-09-02 16:39:00,2.46,,United Kingdom
543808,21988,PACK OF 6 SKULL PAPER PLATES,4,2011-02-13 13:22:00,0.85,17454.0,United Kingdom
573585,22979,PANTRY WASHING UP BRUSH,5,2011-10-31 14:41:00,3.29,,United Kingdom
564729,23226,FILIGREE HEART DAISY WHITE,5,2011-08-28 12:44:00,1.25,13137.0,United Kingdom
C539071,22423,REGENCY CAKESTAND 3 TIER,-1,2010-12-15 17:04:00,12.75,17820.0,United Kingdom
554992,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,1,2011-05-29 14:08:00,1.25,16686.0,United Kingdom
546656,22570,FELTCRAFT CUSHION RABBIT,1,2011-03-15 14:19:00,7.46,,United Kingdom
536876,35598D,PINK/WHITE CHRISTMAS TREE 60CM,2,2010-12-03 11:36:00,2.51,,United Kingdom
561217,21749,LARGE RED RETROSPOT WINDMILL,1,2011-07-25 17:09:00,4.13,,United Kingdom
579531,23084,RABBIT NIGHT LIGHT,48,2011-11-30 09:18:00,1.79,17017.0,United Kingdom
542006,72741,GRAND CHOCOLATECANDLE,9,2011-01-25 11:20:00,1.45,15218.0,United Kingdom
552303,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-05-08 15:15:00,2.08,14341.0,United Kingdom
563350,20712,JUMBO BAG WOODLAND ANIMALS,2,2011-08-15 14:10:00,2.08,14498.0,United Kingdom
554026,23172,REGENCY TEA PLATE PINK,48,2011-05-20 13:34:00,1.45,13324.0,United Kingdom
547572,21534,DAIRY MAID LARGE MILK JUG,3,2011-03-24 10:03:00,4.95,13512.0,United Kingdom
542511,22423,REGENCY CAKESTAND 3 TIER,6,2011-01-28 12:07:00,12.75,15527.0,United Kingdom
541816,22457,NATURAL SLATE HEART CHALKBOARD ,5,2011-01-21 15:56:00,2.95,17799.0,United Kingdom
555924,84913A,SOFT PINK ROSE TOWEL ,2,2011-06-07 17:12:00,3.29,,United Kingdom
538811,20724,RED RETROSPOT CHARLOTTE BAG,10,2010-12-14 12:22:00,0.85,13178.0,United Kingdom
548993,22087,PAPER BUNTING WHITE LACE,40,2011-04-05 13:56:00,2.55,12753.0,Japan
567165,22219,LOVEBIRD HANGING DECORATION WHITE ,2,2011-09-18 11:58:00,0.85,17841.0,United Kingdom
571549,21625,VINTAGE UNION JACK APRON,3,2011-10-18 08:12:00,6.95,13536.0,United Kingdom
537126,84596G,SMALL CHOCOLATES PINK BOWL,1,2010-12-05 12:13:00,1.25,18118.0,United Kingdom
568218,21479,WHITE SKULL HOT WATER BOTTLE ,4,2011-09-26 09:52:00,4.25,13389.0,United Kingdom
544909,22608,PENS ASSORTED FUNKY JEWELED ,144,2011-02-24 14:32:00,0.21,14298.0,United Kingdom
538453,21327,SKULLS WRITING SET ,1,2010-12-12 12:26:00,1.65,16779.0,United Kingdom
539470,84800L,LARGE WHITE/PINK ROSE ART FLOWER,2,2010-12-19 14:03:00,2.12,14472.0,United Kingdom
549903,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,2011-04-12 16:19:00,6.75,17576.0,United Kingdom
561600,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-07-28 11:29:00,0.95,15861.0,United Kingdom
547918,85032B,BLOSSOM IMAGES GIFT WRAP SET,6,2011-03-28 12:49:00,2.1,15249.0,United Kingdom
540288,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,2,2011-01-06 12:45:00,9.95,17634.0,United Kingdom
547250,79190D,RETRO PLASTIC DAISY TRAY,5,2011-03-22 09:30:00,0.83,,United Kingdom
555406,22296,HEART IVORY TRELLIS LARGE,6,2011-06-02 19:50:00,1.65,17231.0,United Kingdom
543828,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-02-14 09:45:00,1.65,14156.0,EIRE
560926,84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,2,2011-07-22 09:20:00,8.29,,United Kingdom
563094,23156,SET OF 5 MINI GROCERY MAGNETS,1,2011-08-11 17:35:00,2.08,14525.0,United Kingdom
540469,22716,CARD CIRCUS PARADE,12,2011-01-07 14:04:00,0.42,12484.0,Spain
573548,21411,GINGHAM HEART  DOORSTOP RED,2,2011-10-31 13:22:00,4.25,13680.0,United Kingdom
568151,23400,SHELF WITH 4 HOOKS HOME SWEET HOME,4,2011-09-25 11:39:00,6.25,17506.0,United Kingdom
576075,20725,LUNCH BAG RED RETROSPOT,4,2011-11-13 16:16:00,1.65,15861.0,United Kingdom
568650,20719,WOODLAND CHARLOTTE BAG,10,2011-09-28 11:56:00,0.85,13505.0,Switzerland
557468,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,2011-06-20 13:14:00,4.25,16713.0,United Kingdom
542862,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-02-01 11:51:00,0.55,14606.0,United Kingdom
551142,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,4,2011-04-26 13:22:00,1.69,17613.0,United Kingdom
549250,21243,PINK  POLKADOT PLATE ,2,2011-04-07 12:10:00,1.69,14446.0,United Kingdom
537144,84051,ASS COLOUR GLOWING TIARAS,4,2010-12-05 13:00:00,0.85,15880.0,United Kingdom
568188,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,2011-09-25 14:33:00,1.45,16049.0,United Kingdom
539718,21801,CHRISTMAS TREE DECORATION WITH BELL,1,2010-12-21 13:06:00,0.43,,United Kingdom
541130,20978,36 PENCILS TUBE SKULLS,1,2011-01-14 10:15:00,2.46,,United Kingdom
541289,22068,BLACK PIRATE TREASURE CHEST,2,2011-01-17 13:23:00,1.65,14606.0,United Kingdom
570414,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2011-10-10 13:17:00,4.25,17214.0,United Kingdom
546774,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,2,2011-03-16 15:45:00,2.95,14505.0,United Kingdom
552884,POST,POSTAGE,1,2011-05-12 10:15:00,15.0,12395.0,Belgium
564044,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,2011-08-22 12:58:00,2.95,16952.0,United Kingdom
541424,21803,CHRISTMAS TREE STAR DECORATION,1,2011-01-17 17:57:00,0.42,,United Kingdom
540348,22935,BAKING MOULD ROSE MILK CHOCOLATE,1,2011-01-06 13:56:00,3.25,12841.0,United Kingdom
574590,23084,RABBIT NIGHT LIGHT,48,2011-11-06 10:44:00,1.79,18077.0,United Kingdom
562553,23297,SET 40 HEART SHAPE PETIT FOUR CASES,1,2011-08-05 16:34:00,3.29,,United Kingdom
554030,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-05-20 13:56:00,1.25,16497.0,United Kingdom
568645,23203,JUMBO BAG VINTAGE DOILY ,10,2011-09-28 11:38:00,2.08,12656.0,France
565396,23078,ICE CREAM PEN LIP GLOSS ,1,2011-09-02 16:39:00,2.46,,United Kingdom
543116,22854,CREAM SWEETHEART EGG HOLDER,4,2011-02-03 13:29:00,4.95,17672.0,United Kingdom
559338,23188,VINTAGE  2 METER FOLDING RULER,4,2011-07-07 16:30:00,3.29,,United Kingdom
552256,22423,REGENCY CAKESTAND 3 TIER,10,2011-05-08 10:43:00,12.75,16621.0,United Kingdom
562203,21485,RETROSPOT HEART HOT WATER BOTTLE,6,2011-08-03 12:50:00,4.95,16102.0,United Kingdom
566477,23394,POSTE FRANCE CUSHION COVER,4,2011-09-13 09:03:00,3.75,14359.0,United Kingdom
565672,22080,RIBBON REEL POLKADOTS ,10,2011-09-06 09:34:00,1.65,17700.0,United Kingdom
580612,22118,JOY WOODEN BLOCK LETTERS,1,2011-12-05 11:58:00,11.63,,United Kingdom
552061,21931,JUMBO STORAGE BAG SUKI,10,2011-05-06 10:43:00,2.08,13001.0,United Kingdom
560245,23287,RED VINTAGE SPOT BEAKER,4,2011-07-17 12:15:00,0.85,,Switzerland
573585,23525,WALL ART BUFFALO BILL ,1,2011-10-31 14:41:00,7.46,,United Kingdom
543111,22381,TOY TIDY PINK POLKADOT,2,2011-02-03 12:44:00,2.1,15719.0,United Kingdom
557633,23284,DOORMAT KEEP CALM AND COME IN,2,2011-06-21 15:13:00,7.95,13750.0,United Kingdom
550651,22077,6 RIBBONS RUSTIC CHARM,1,2011-04-19 16:52:00,1.65,15436.0,United Kingdom
540540,22556,PLASTERS IN TIN CIRCUS PARADE ,2,2011-01-09 15:10:00,1.65,17218.0,United Kingdom
538177,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,1,2010-12-10 09:51:00,1.66,,United Kingdom
564756,22023,EMPIRE BIRTHDAY CARD,1,2011-08-30 10:33:00,0.83,,United Kingdom
576388,21790,VINTAGE SNAP CARDS,12,2011-11-15 10:00:00,0.85,17510.0,United Kingdom
548165,84987,SET OF 36 TEATIME PAPER DOILIES,1,2011-03-29 13:44:00,3.75,,United Kingdom
579751,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1,2011-11-30 14:46:00,7.46,,United Kingdom
556120,20726,LUNCH BAG WOODLAND,10,2011-06-09 10:06:00,1.65,16722.0,United Kingdom
574475,22561,WOODEN SCHOOL COLOURING SET,12,2011-11-04 12:18:00,1.65,14132.0,United Kingdom
578506,23570,TRADITIONAL PICK UP STICKS GAME ,2,2011-11-24 13:01:00,1.25,17458.0,United Kingdom
576688,22436,12 COLOURED PARTY BALLOONS,20,2011-11-16 12:16:00,0.65,16717.0,United Kingdom
579167,22470,HEART OF WICKER LARGE,2,2011-11-28 14:06:00,2.95,16800.0,United Kingdom
